City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Mzimba,MW,-11.9,33.6,62.46,96,100,4.81,light rain
343,La Palma,US,33.8464,-118.0467,59.02,86,100,0.0,overcast clouds
344,Kokorevka,RU,52.5872,34.2778,32.7,94,100,7.18,light snow
345,Leningradskiy,RU,69.3833,178.4167,-16.29,92,100,12.24,overcast clouds
346,Port Blair,IN,11.6667,92.75,84.24,61,40,10.36,scattered clouds
347,Serebryansk,KZ,49.6925,83.2892,22.6,93,100,4.0,light snow
348,Puerto Leguizamo,CO,-0.1934,-74.7819,75.79,72,98,0.83,overcast clouds
349,Chumphon,TH,10.3333,98.8333,83.84,39,100,7.83,overcast clouds
350,Dzaoudzi,YT,-12.7887,45.2699,76.89,94,75,5.75,light rain
351,Tecoanapa,MX,16.5167,-98.75,73.74,73,100,4.16,overcast clouds
352,Roebourne,AU,-20.7833,117.1333,99.48,32,34,15.99,scattered clouds
353,Sisimiut,GL,66.9395,-53.6735,6.76,88,96,8.75,overcast clouds
354,Westport,US,41.1415,-73.3579,45.45,75,100,1.01,overcast clouds
355,Lima,PE,-12.0432,-77.0282,72.9,77,75,10.36,broken clouds
356,Maldonado,UY,-34.6667,-54.9167,61.23,76,0,7.27,clear sky
357,Kununurra,AU,-15.7667,128.7333,80.58,94,40,8.05,scattered clouds
358,Inhambane,MZ,-23.865,35.3833,84.27,55,66,5.01,broken clouds
359,Guymon,US,36.6828,-101.4816,26.6,80,0,0.0,clear sky
360,Sao Manuel,BR,-22.7311,-48.5706,64.81,99,76,2.73,broken clouds
361,Tezu,IN,27.9167,96.1667,73.45,28,2,3.44,clear sky
362,Campbell River,CA,50.0163,-125.2446,42.33,97,100,7.11,overcast clouds
363,Touros,BR,-5.1989,-35.4608,77.68,78,6,11.7,clear sky
364,Jand,PK,33.4299,72.0193,58.21,53,5,4.16,clear sky
365,Shitanjing,CN,39.2342,106.3439,25.74,23,0,2.1,clear sky
366,Dauphin,CA,51.1494,-100.0502,5.14,78,100,13.8,overcast clouds
367,Pottsville,US,40.6857,-76.1955,43.95,78,85,2.59,overcast clouds
368,Puerto Escondido,MX,15.85,-97.0667,75.38,70,99,5.01,overcast clouds
369,Pisco,PE,-13.7,-76.2167,68.05,83,100,10.36,overcast clouds
370,Badulla,LK,6.9895,81.0557,75.74,63,100,7.29,overcast clouds
371,Atasu,KZ,48.6814,71.6433,17.53,96,100,7.81,overcast clouds
372,Katherine,AU,-14.4667,132.2667,88.12,62,40,17.27,scattered clouds
373,Christchurch,NZ,-43.5333,172.6333,59.95,64,75,9.22,broken clouds
374,Coronado,US,32.6859,-117.1831,58.32,88,75,10.36,broken clouds
375,Ancud,CL,-41.8697,-73.8203,48.81,91,45,2.77,scattered clouds
376,Morondava,MG,-20.2833,44.2833,83.95,69,99,2.8,overcast clouds
377,Saquarema,BR,-22.92,-42.5103,72.07,96,100,3.56,overcast clouds
378,Altamont,US,42.2068,-121.7372,36.99,88,100,14.97,overcast clouds
379,Shetpe,KZ,44.1667,52.1167,34.77,65,10,6.35,clear sky
380,Basco,PH,20.4487,121.9702,74.82,77,96,28.61,overcast clouds
381,Sao Filipe,CV,14.8961,-24.4956,71.73,62,28,7.45,scattered clouds
382,San Rafael,AR,-34.6177,-68.3301,75.22,29,10,9.8,clear sky
383,Kolochava,UA,48.4285,23.6959,38.16,96,100,3.56,overcast clouds
384,Jertih,MY,5.7336,102.4897,89.08,63,100,8.08,overcast clouds
385,Bandar,ID,2.05,99.75,82.15,80,100,3.04,overcast clouds
386,Xaxim,BR,-26.9617,-52.5347,54.91,67,4,2.86,clear sky
387,Umm Lajj,SA,25.0213,37.2685,73.87,37,89,3.85,overcast clouds
388,Chuy,UY,-33.6971,-53.4616,56.71,83,0,5.57,clear sky
389,Kyshtovka,RU,56.555,76.6271,-1.03,97,99,5.86,overcast clouds
390,Susehri,TR,40.1644,38.0867,36.48,58,7,2.71,clear sky
391,Port Shepstone,ZA,-30.7414,30.455,65.57,75,100,15.61,overcast clouds
392,Bend,US,44.0582,-121.3153,37.87,93,75,10.36,moderate rain
393,Bonavista,CA,48.6499,-53.1147,25.59,74,100,20.98,overcast clouds
394,Astana,KZ,51.1801,71.446,15.75,86,75,8.95,broken clouds
395,Porec,HR,45.2258,13.5939,54.25,86,100,6.82,light rain
396,Lyngseidet,NO,69.5763,20.2189,26.6,79,100,26.31,overcast clouds
397,Calafell,ES,41.2,1.5683,60.98,41,100,4.97,overcast clouds
398,Agfalva,HU,47.6899,16.5166,32.95,75,100,3.02,overcast clouds
399,Geraldton,AU,-28.7667,114.6,79.21,61,0,17.27,clear sky
400,Richards Bay,ZA,-28.783,32.0377,68.16,81,100,14.63,light rain
401,Challans,FR,46.8436,-1.8749,52.97,93,100,29.57,overcast clouds
402,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,62,75,7.0,broken clouds
403,Hamilton,US,39.1834,-84.5333,58.44,67,100,10.36,overcast clouds
404,Broken Hill,AU,-31.95,141.4333,89.37,25,2,4.9,clear sky
405,Lorengau,PG,-2.0226,147.2712,77.56,85,100,10.27,light rain
406,Mitu,CO,1.1983,-70.1733,71.08,98,97,1.66,overcast clouds
407,Boddam,GB,57.4667,-1.7833,41.38,95,100,28.99,moderate rain
408,Loandjili,CG,-4.7561,11.8578,79.77,83,50,4.43,scattered clouds
409,Spring Valley,US,36.108,-115.245,44.94,61,40,5.75,scattered clouds
410,Mwense,ZM,-10.3845,28.698,66.72,96,100,6.71,light rain
411,Mantua,IT,45.1667,10.7833,46.09,91,100,1.01,overcast clouds
412,West Wendover,US,40.7391,-114.0733,31.21,74,100,3.44,overcast clouds
413,Luena,AO,-11.7833,19.9167,66.54,86,97,6.87,overcast clouds
414,Gusev,RU,54.5922,22.1997,40.32,93,98,11.74,overcast clouds
415,Canto Do Buriti,BR,-8.11,-42.9444,70.88,77,5,2.98,clear sky
416,Nam Som,TH,17.7704,102.1895,78.1,45,11,7.45,few clouds
417,Vestmanna,FO,62.1564,-7.1664,31.12,69,75,11.5,broken clouds
418,Cayenne,GF,4.9333,-52.3333,73.44,100,20,0.0,few clouds
419,Soyo,AO,-6.1349,12.3689,79.65,82,100,4.54,overcast clouds
420,Souillac,MU,-20.5167,57.5167,82.78,61,20,5.75,few clouds
421,Pagudpud,PH,18.5616,120.7868,75.92,81,100,18.99,overcast clouds
422,Brownsville,US,25.9018,-97.4975,69.98,98,100,8.05,mist
423,Waddan,LY,29.1614,16.139,54.88,49,29,3.91,scattered clouds
424,Eydhafushi,MV,5.1033,73.0708,81.0,76,43,12.41,scattered clouds
425,Ada,US,43.4166,-116.1262,37.29,60,100,13.8,overcast clouds
426,Alice Springs,AU,-23.7,133.8833,92.75,40,40,14.97,scattered clouds
427,Apatzingan,MX,19.0833,-102.35,70.83,50,100,1.88,overcast clouds
428,Aginskoye,RU,51.1,114.53,14.88,70,3,15.17,clear sky
429,Batemans Bay,AU,-35.7167,150.1833,67.1,69,22,9.91,light rain
430,Nata,PA,8.3333,-80.5167,73.38,87,0,5.01,clear sky
431,Acurenam,GQ,1.0322,10.6488,73.17,86,100,1.72,light rain
432,Derzhavinsk,KZ,51.1,66.3167,19.4,96,98,7.02,overcast clouds
433,Kisangani,CD,0.5167,25.2,77.72,67,100,2.28,overcast clouds
434,Palu,ID,-0.8917,119.8707,85.86,69,100,4.18,overcast clouds
435,Altay,CN,47.8667,88.1167,18.55,85,100,2.01,overcast clouds
436,Mendeleyevsk,RU,55.9082,52.2905,16.84,97,100,2.42,overcast clouds
437,Guanhaes,BR,-18.775,-42.9325,63.75,97,92,2.62,overcast clouds
438,Yining,CN,29.0361,114.5636,50.41,45,1,2.57,clear sky
439,Rawson,AR,-43.3002,-65.1023,63.05,55,100,7.65,overcast clouds
440,Nantucket,US,41.2835,-70.0995,46.54,92,0,10.36,clear sky
441,Linxia,CN,35.6003,103.2064,32.4,17,0,3.04,clear sky
442,Neuquen,AR,-38.9516,-68.0591,76.89,41,0,2.3,clear sky
443,Nabire,ID,-3.3667,135.4833,85.01,63,94,5.17,overcast clouds
444,Portland,US,45.5234,-122.6762,49.84,95,100,18.41,moderate rain
445,Pravokumskoye,RU,44.7694,44.6472,35.94,56,99,6.49,overcast clouds
446,Berbera,SO,10.4396,45.0143,81.48,63,38,19.77,scattered clouds
447,Avera,US,33.194,-82.5271,54.91,92,98,4.63,overcast clouds
448,Chimbarongo,CL,-34.7,-71.05,59.88,58,0,0.67,clear sky
449,Haikou,CN,20.0458,110.3417,64.53,68,75,13.42,broken clouds
450,Gijon,ES,43.5357,-5.6615,67.46,100,98,6.26,overcast clouds
451,Novyy Oskol,RU,50.7631,37.8691,34.38,92,100,12.26,overcast clouds
452,Quatre Cocos,MU,-20.2078,57.7625,83.08,63,1,9.75,clear sky
453,Muroto,JP,33.2833,134.15,49.44,47,6,3.27,clear sky
454,Katesh,TZ,-4.5167,35.3833,67.37,58,100,7.18,overcast clouds
455,Yarkovo,RU,57.4028,67.0786,-5.37,99,99,1.59,overcast clouds
456,Kharan,PK,28.5833,65.4167,55.67,38,0,9.28,clear sky
457,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,67,75,6.71,light snow
458,Mwinilunga,ZM,-11.7358,24.4293,62.42,99,100,2.84,light rain
459,Shingu,JP,33.7333,135.9833,49.24,48,24,5.21,few clouds
460,Bonthe,SL,7.5264,-12.505,74.44,87,56,4.38,light rain
461,Narsaq,GL,60.9167,-46.05,5.22,64,0,6.71,clear sky
462,Faya,SA,18.3851,42.4509,59.11,68,100,7.7,overcast clouds
463,Mathbaria,BD,22.2876,89.9593,77.32,23,97,7.63,overcast clouds
464,Codrington,AU,-38.2667,141.9667,66.83,74,4,12.41,clear sky
465,Fagersta,SE,60.0042,15.7932,39.65,89,100,10.29,overcast clouds
466,Tamsweg,AT,47.1281,13.811,39.69,91,100,2.3,overcast clouds
467,Tranas,SE,58.0372,14.9782,38.39,88,100,14.88,light rain
468,Delta Del Tigre,UY,-34.7633,-56.3853,62.89,64,0,12.68,clear sky
469,Noumea,NC,-22.2763,166.4572,82.38,82,64,4.09,broken clouds
470,Saint George,US,37.1041,-113.5841,38.25,89,100,4.61,overcast clouds
471,Urumqi,CN,43.801,87.6005,5.95,85,68,4.47,mist
472,Mar Del Plata,AR,-38.0023,-57.5575,67.08,69,99,10.0,overcast clouds
473,Ca Mau,VN,9.1769,105.15,86.95,48,73,6.35,broken clouds
474,Anadyr,RU,64.75,177.4833,-17.9,69,0,11.18,clear sky
475,Dudinka,RU,69.4058,86.1778,-27.99,100,32,3.85,scattered clouds
476,Megion,RU,61.0296,76.1136,-17.99,96,20,6.38,few clouds
477,Marsh Harbour,BS,26.5412,-77.0636,74.37,83,86,10.74,overcast clouds
478,Riberalta,BO,-10.9833,-66.1,72.39,99,100,2.51,light rain
479,Kijang,KR,35.2442,129.2139,44.33,47,7,9.26,clear sky
480,Montepuez,MZ,-13.1256,38.9997,79.43,67,46,5.23,scattered clouds
481,Tiznit,MA,29.5833,-9.5,59.9,32,58,5.21,broken clouds
482,Vista Hermosa,MX,19.5167,-99.2167,55.54,56,75,6.91,broken clouds
483,Chunskiy,RU,56.0815,99.6342,2.71,92,100,2.98,overcast clouds
484,Moorhead,US,46.8739,-96.7676,12.22,85,100,13.8,overcast clouds
485,Darhan,MN,49.4867,105.9228,3.13,92,96,0.92,overcast clouds
486,Catalina,US,32.5056,-110.9211,53.96,79,100,4.81,overcast clouds
487,Luderitz,NA,-26.6481,15.1594,76.91,40,0,12.15,clear sky
488,Olesnica,PL,51.2134,17.3899,47.55,69,100,7.96,overcast clouds
489,Waipawa,NZ,-41.4122,175.5153,55.49,80,100,14.05,overcast clouds
490,Buraydah,SA,26.326,43.975,48.65,36,69,12.1,broken clouds
491,Sheregesh,RU,52.9209,87.9869,20.16,90,100,1.95,overcast clouds
492,Bonoua,CI,5.2741,-3.595,74.82,86,95,2.73,overcast clouds
493,Kovylkino,RU,54.0388,43.9139,26.26,97,98,5.97,overcast clouds
494,Krasnoarmeysk,RU,51.0239,45.6969,28.27,95,100,8.84,light snow
495,Namanga,KE,-2.5433,36.7905,71.87,58,100,10.58,overcast clouds
496,Keetmanshoop,NA,-26.5833,18.1333,79.84,14,0,6.53,clear sky
497,Jalu,LY,29.0331,21.5482,56.12,78,2,4.63,clear sky
498,Yerbogachen,RU,61.2767,108.0108,-33.72,99,17,2.66,few clouds
499,Srednekolymsk,RU,67.45,153.6833,-43.26,100,85,1.61,overcast clouds
500,Caravelas,BR,-17.7125,-39.2481,72.03,93,20,5.23,few clouds
501,Pokhara,NP,28.2333,83.9833,64.71,39,10,6.15,clear sky
502,Dwarka,IN,22.2394,68.9678,76.78,47,0,9.95,clear sky
503,Urusha,RU,54.05,122.9,-2.6,98,23,1.48,few clouds
504,Beringovskiy,RU,63.05,179.3167,-9.72,88,100,16.82,overcast clouds
505,Mingyue,CN,43.1069,128.9217,18.54,65,0,7.85,clear sky
506,San Andres,CO,12.5847,-81.7006,80.62,74,20,12.66,few clouds
507,Marzuq,YE,14.4,46.4667,66.16,39,0,4.97,clear sky
508,Pochutla,MX,15.7432,-96.4661,67.82,65,11,3.94,few clouds
509,Nemuro,JP,43.3236,145.575,29.41,62,38,13.82,scattered clouds
510,Deputatskiy,RU,69.3,139.9,-36.24,96,79,4.85,broken clouds
511,Atambua,ID,-9.1061,124.8925,77.09,86,100,7.81,overcast clouds
512,Adamas,GR,36.7333,24.4333,58.35,71,0,5.17,clear sky
513,Aosta,IT,45.7667,7.4167,30.36,85,30,1.43,scattered clouds
514,Thongwa,MM,16.7619,96.5278,86.16,40,0,7.65,clear sky
515,Katete,UG,-0.7818,29.7544,74.16,56,77,1.86,broken clouds
516,Calmar,CA,53.2668,-113.8187,19.27,96,100,9.22,mist
517,Borda Da Mata,BR,-22.2742,-46.1653,64.62,99,100,2.82,overcast clouds
518,Beloha,MG,-25.1667,45.05,92.01,38,0,1.23,clear sky
519,Negombo,LK,7.2083,79.8358,86.05,58,20,11.5,few clouds
520,Pombas,CV,17.1503,-25.0201,65.98,64,3,6.13,clear sky
521,Troitskoye,RU,52.9821,84.6757,13.12,95,100,0.72,overcast clouds
522,Husavik,IS,66.0449,-17.3389,20.37,71,100,18.05,light snow
523,Nakamura,JP,32.9833,132.9333,47.46,52,10,6.26,clear sky
524,Mirnyy,RU,62.5353,113.9611,-33.48,100,25,4.38,scattered clouds
525,Ciudad Guayana,VE,8.3533,-62.6528,74.52,93,33,4.34,scattered clouds
526,Mehamn,NO,71.0357,27.8492,22.95,68,0,29.93,clear sky
527,Strezhevoy,RU,60.7333,77.5889,-13.56,98,86,5.41,overcast clouds
528,Severodvinsk,RU,64.5635,39.8302,1.51,98,71,7.9,broken clouds
529,Dukat,RU,62.55,155.55,-32.33,99,99,4.14,overcast clouds
530,Wenatchee,US,47.4235,-120.3103,37.78,92,100,4.61,light snow
531,Staunton,US,38.1496,-79.0717,42.31,93,0,3.44,clear sky
532,Tautira,PF,-17.7333,-149.15,80.56,76,37,14.25,light rain
533,Millinocket,US,45.6573,-68.7098,30.42,100,100,0.0,overcast clouds
534,Bukama,CD,-9.2,25.85,68.88,99,100,2.06,moderate rain
535,Iaciara,BR,-14.0958,-46.6317,67.15,95,77,1.72,broken clouds
536,Tocopilla,CL,-22.092,-70.1979,66.25,69,54,2.35,broken clouds
537,Kapoeta,SS,4.7717,33.5903,87.46,27,14,23.53,few clouds
538,Charcas,MX,23.1333,-101.1167,50.4,38,100,8.48,overcast clouds
539,Pevek,RU,69.7008,170.3133,-31.11,100,100,2.82,overcast clouds
540,Sassandra,CI,4.95,-6.0833,74.71,90,99,3.6,overcast clouds
541,Rio De Oro,CO,8.2919,-73.3849,63.07,83,42,5.03,scattered clouds
542,Lincoln,US,40.8,-96.667,32.56,89,40,1.99,scattered clouds
543,Kuytun,RU,54.3419,101.5036,1.96,94,79,3.24,broken clouds
544,Padang,ID,-0.9492,100.3543,83.71,68,51,6.96,moderate rain
545,Lithgow,AU,-33.4833,150.15,68.58,50,49,10.29,scattered clouds
546,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.63,98,99,1.23,overcast clouds
547,Khash,IR,28.2211,61.2158,50.38,25,0,6.4,clear sky
548,Flin Flon,CA,54.7682,-101.865,-6.27,100,87,3.89,overcast clouds
549,Laguna,US,38.421,-121.4238,52.05,94,100,17.27,light rain
550,Honiara,SB,-9.4333,159.95,81.97,84,100,6.35,overcast clouds
551,Cascais,PT,38.6979,-9.4215,62.17,95,100,11.99,overcast clouds
552,Hailar,CN,49.2,119.7,2.28,92,12,8.12,few clouds
553,Shibetsu,JP,43.659,145.132,25.5,86,40,3.44,scattered clouds
554,Pangai,TO,-19.8,-174.35,78.91,89,100,2.3,light rain
555,Namibe,AO,-15.1961,12.1522,73.78,78,100,9.37,light rain
556,Vestmannaeyjar,IS,63.4427,-20.2734,20.71,65,0,20.09,clear sky
557,Wilmington,US,34.2257,-77.9447,57.85,92,14,5.5,few clouds
558,Fairbanks,US,64.8378,-147.7164,-1.91,79,75,0.0,broken clouds
559,Marsaxlokk,MT,35.8419,14.5431,61.09,100,94,5.75,fog
560,Foumban,CM,5.7291,10.9001,67.73,36,57,1.05,broken clouds
561,Dhidhdhoo,MV,6.8833,73.1,81.48,75,89,14.85,overcast clouds
562,Aykhal,RU,66.0,111.5,-14.58,99,100,10.69,overcast clouds
563,Elko,US,41.0002,-115.5012,26.74,89,100,1.01,overcast clouds
564,Half Moon Bay,US,37.4636,-122.4286,56.25,96,100,11.5,overcast clouds
565,Gadarwara,IN,22.9167,78.7833,78.58,24,0,3.53,clear sky
566,Simbahan,PH,6.3032,120.5836,80.15,80,100,9.91,overcast clouds
567,Lamont,US,35.2597,-118.9143,59.07,78,100,2.95,overcast clouds
568,Ayan,RU,56.45,138.1667,0.61,82,76,5.73,broken clouds
569,Karpathos,GR,35.507,27.2132,60.76,82,20,9.22,few clouds
570,Timmendorfer Strand,DE,54.0,10.7833,44.74,87,20,14.41,few clouds
571,Alekseyevka,RU,50.6309,38.6903,34.65,93,100,12.5,overcast clouds
572,La Esperanza,GT,14.8667,-91.5667,49.53,95,17,2.44,few clouds
573,Karymskoye,RU,51.6167,114.35,15.85,68,6,12.82,clear sky
574,Snasa,NO,64.2457,12.3778,35.01,99,100,2.57,overcast clouds
575,Turiacu,BR,-1.6633,-45.3717,73.89,93,75,4.25,broken clouds
576,Valera,VE,9.3178,-70.6036,68.23,87,20,4.27,few clouds
577,Klaksvik,FO,62.2266,-6.589,32.92,64,96,21.09,overcast clouds
578,Swan River,CA,52.1058,-101.2676,3.09,85,9,6.91,clear sky
579,Oktyabrskiy,RU,54.4815,53.471,10.8,97,78,2.93,broken clouds
580,Quincy,US,42.2529,-71.0023,42.94,75,75,9.22,broken clouds
581,Omboue,GA,-1.5746,9.2618,80.08,82,100,0.81,light rain
582,Carolina,PR,18.3808,-65.9574,77.97,90,40,9.22,scattered clouds
583,Baft,IR,29.234,56.6057,44.53,18,0,2.01,clear sky
584,Tilichiki,RU,60.4667,166.1,-14.26,91,100,12.19,overcast clouds
585,Dawlatabad,AF,36.4141,64.9053,46.33,60,0,6.49,clear sky
586,Sangar,RU,63.9242,127.4739,-24.57,98,100,5.93,overcast clouds
587,Krasnoselkup,RU,65.7,82.4667,-13.04,97,21,8.57,few clouds
588,Mayahi,NE,13.9553,7.6712,56.8,24,78,13.09,broken clouds
589,Fortuna,US,40.5982,-124.1573,56.35,93,100,10.0,light rain
590,Bulgan,MN,48.8125,103.5347,7.47,84,18,1.19,few clouds
591,Salalah,OM,17.0151,54.0924,78.89,29,0,17.27,clear sky
592,Bulqize,AL,41.4917,20.2219,34.12,90,59,2.01,broken clouds
593,Mecca,SA,21.4267,39.8261,68.45,79,99,1.83,overcast clouds
594,Lakatoro,VU,-16.0999,167.4164,80.91,83,99,18.48,overcast clouds
595,Eureka,US,40.8021,-124.1637,56.62,94,100,7.0,light rain
596,Santiago Del Estero,AR,-27.7951,-64.2615,72.48,61,0,7.9,clear sky
597,Liberal,US,37.0431,-100.921,19.54,86,0,3.44,clear sky
598,Marawi,PH,7.9986,124.2928,75.78,86,100,2.21,overcast clouds
599,Haines Junction,CA,60.7522,-137.5108,-9.45,84,100,0.0,overcast clouds
600,Merrill,US,45.1805,-89.6835,42.57,99,100,0.0,fog
601,Cururupu,BR,-1.8283,-44.8683,74.59,91,88,3.87,overcast clouds
602,Kaeo,NZ,-35.1,173.7833,69.48,75,24,2.28,few clouds
603,Fallon,US,39.4735,-118.7774,31.87,93,75,4.61,broken clouds
604,San Juan,AR,-31.5375,-68.5364,78.04,25,0,7.16,clear sky
605,Mumbwa,ZM,-14.9783,27.0619,69.15,81,100,6.42,overcast clouds
606,Havre-Saint-Pierre,CA,50.2334,-63.5986,23.0,80,100,9.04,overcast clouds
607,Karratha,AU,-20.7377,116.8463,96.53,39,8,16.2,clear sky
608,Grindavik,IS,63.8424,-22.4338,14.47,79,20,0.0,few clouds
609,Kirkland Lake,CA,48.1446,-80.0377,35.15,100,100,7.67,overcast clouds
610,Coolum Beach,AU,-26.5333,153.1,76.1,91,100,1.01,overcast clouds
611,Suntar,RU,62.1444,117.6319,-30.96,99,92,3.94,overcast clouds
612,Nogliki,RU,51.8333,143.1667,2.19,92,6,10.74,clear sky
613,Acapulco,MX,16.8634,-99.8901,76.82,78,100,0.0,overcast clouds
614,Pecos,US,31.4229,-103.4932,52.86,57,0,0.0,clear sky
615,Yarada,IN,17.65,83.2667,84.52,70,40,8.05,haze
616,Kloulklubed,PW,7.0419,134.2556,84.7,77,62,8.03,broken clouds
617,La Roda,ES,39.2167,-2.15,49.73,68,100,17.54,overcast clouds
618,Gao,ML,16.6362,1.637,61.05,19,97,14.0,overcast clouds
619,Torit,SS,4.4133,32.5678,86.04,42,31,2.37,scattered clouds
620,Rayadrug,IN,14.7,76.8667,84.29,36,0,7.94,clear sky
621,Haradok,BY,55.4624,29.9816,33.91,100,100,7.83,light snow
622,Rafsanjan,IR,30.4067,55.9939,48.76,18,0,1.9,clear sky
623,Gornozavodsk,RU,58.3758,58.3211,5.63,88,100,9.91,overcast clouds
624,San Luis,AR,-33.295,-66.3356,70.97,30,2,10.83,clear sky
625,Cervo,ES,43.6702,-7.4101,61.83,81,100,22.84,overcast clouds
626,Binzhou,CN,37.3667,118.0167,39.4,17,0,5.3,clear sky
627,Joshimath,IN,30.5667,79.5667,52.88,48,36,8.81,scattered clouds
628,Alexandria,EG,31.2156,29.9553,57.74,68,9,6.82,light rain
629,Shu,KZ,43.5983,73.7614,33.4,90,45,2.62,scattered clouds
630,Obidos,BR,-1.9175,-55.5181,72.36,93,100,2.51,overcast clouds
631,Beyneu,KZ,45.3167,55.2,31.82,72,100,10.16,overcast clouds
632,Rudnogorsk,RU,57.2639,103.7519,-3.75,91,100,4.18,overcast clouds
633,Salym,RU,60.0625,71.4789,-12.23,98,53,3.24,broken clouds
634,Itoman,JP,26.1247,127.6694,61.18,88,75,18.41,light rain
635,Lewistown,US,40.5992,-77.5714,43.0,93,100,0.0,mist
636,Bontang,ID,0.1333,117.5,83.39,72,95,8.68,light rain
637,Gorontalo,ID,0.5412,123.0595,86.63,64,100,4.47,light rain
638,Uvarovo,RU,51.9849,42.2615,32.32,99,100,10.38,light snow
639,Padre Paraiso,BR,-17.0742,-41.4844,63.57,97,71,1.72,broken clouds
640,La Ronge,CA,55.1001,-105.2842,-3.75,77,75,1.14,light snow
641,Kieta,PG,-6.2167,155.6333,82.29,70,100,7.54,overcast clouds
642,Skovorodino,RU,53.9833,123.9167,-3.51,99,17,1.57,few clouds
643,Celestun,MX,20.8667,-90.4,73.42,90,5,14.36,clear sky
644,Broome,US,42.2506,-75.833,41.79,78,73,1.99,broken clouds
645,Shache,CN,38.4167,77.2406,27.72,32,100,2.3,overcast clouds
646,Lucapa,AO,-8.4192,20.7447,66.15,97,100,0.69,overcast clouds
647,Slyudyanka,RU,51.6594,103.7061,16.79,84,100,3.76,overcast clouds
648,Atar,MR,20.5169,-13.0499,69.24,39,64,20.49,broken clouds
649,Pouembout,NC,-21.1333,164.9,80.06,83,51,7.43,broken clouds
650,Nadym,RU,65.5333,72.5167,-25.42,100,33,4.36,scattered clouds
651,Moindou,NC,-21.6924,165.677,81.12,80,48,10.02,scattered clouds
652,Hede,CN,33.7681,120.2517,44.2,25,100,6.11,overcast clouds
653,Barranca,PE,-10.75,-77.7667,68.77,84,100,6.91,overcast clouds
654,Baherden,TM,38.4362,57.4316,43.9,71,96,5.86,overcast clouds
655,Eyl,SO,7.9803,49.8164,84.63,50,1,18.84,clear sky
656,Valparaiso,CL,-33.0393,-71.6273,60.44,88,75,6.91,broken clouds
657,Hualmay,PE,-11.0964,-77.6139,68.94,86,91,8.68,overcast clouds
658,Huarmey,PE,-10.0681,-78.1522,69.51,86,100,8.19,overcast clouds
659,Safranbolu,TR,41.2508,32.6942,42.31,74,0,2.39,clear sky
660,Kasama,ZM,-10.2129,31.1808,62.22,96,100,3.98,light rain
661,Hambantota,LK,6.1241,81.1185,86.34,66,20,16.11,few clouds
662,Nishihara,JP,26.1842,127.7558,60.46,88,100,18.41,light intensity shower rain
663,Paamiut,GL,61.994,-49.6678,10.81,79,7,12.35,clear sky
664,Arman,RU,59.7,150.1667,-9.81,81,2,8.97,clear sky
665,Moose Factory,CA,51.2585,-80.6094,32.0,100,100,1.14,light rain
666,Meulaboh,ID,4.1363,96.1285,82.71,68,100,6.64,overcast clouds
667,Timizart,DZ,36.8,4.2667,50.4,57,86,5.91,overcast clouds
668,Bambanglipuro,ID,-7.95,110.2833,82.56,72,83,4.25,broken clouds
669,Mahibadhoo,MV,3.7833,72.9667,81.45,74,47,13.29,scattered clouds
670,Krasnogorskoye,RU,52.2953,86.1979,21.97,93,100,1.72,overcast clouds
671,Vilhena,BR,-12.7406,-60.1458,66.25,97,100,0.56,overcast clouds
672,Kidal,ML,18.4411,1.4078,64.42,15,100,15.46,overcast clouds
673,Chapais,CA,49.7834,-74.8492,33.58,100,100,8.25,overcast clouds
674,Poso,ID,-1.3959,120.7524,83.25,73,100,3.27,light rain
675,Jiamusi,CN,46.8333,130.35,7.38,90,15,7.29,few clouds
676,Canning,IN,22.3189,88.6714,77.02,22,57,7.58,broken clouds
677,Okha,RU,53.5739,142.9478,-4.34,92,8,11.1,clear sky
678,Grevena,GR,40.0845,21.4274,34.81,85,93,1.97,overcast clouds
679,Taltal,CL,-25.4,-70.4833,62.91,87,77,3.69,broken clouds
680,Namyslow,PL,51.0759,17.7228,44.33,82,100,10.69,overcast clouds
681,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,62.98,35,0,6.73,clear sky
682,Siyabuswa,ZA,-25.1132,29.0445,76.68,57,90,11.83,light rain
683,Grand-Santi,GF,4.25,-54.3833,70.9,100,98,2.24,overcast clouds
684,Nhulunbuy,AU,-12.2333,136.7667,77.61,94,40,6.91,heavy intensity rain
685,Wukari,NG,7.85,9.7833,70.21,22,5,10.65,clear sky
686,College,US,64.8569,-147.8028,-1.91,79,75,0.0,broken clouds
687,San Cristobal,VE,7.7669,-72.225,63.03,93,11,1.32,few clouds
688,Ponyri,RU,52.3186,36.3039,31.96,90,100,11.18,overcast clouds
689,Merauke,ID,-8.4667,140.3333,83.98,74,97,9.37,light rain
690,Menongue,AO,-14.6585,17.691,73.15,65,85,4.27,overcast clouds
691,Acara,BR,-1.9608,-48.1967,72.68,99,100,1.95,overcast clouds
692,Ardakan,IR,32.31,54.0175,47.39,42,0,2.44,clear sky
693,Samarai,PG,-10.6167,150.6667,82.51,74,100,12.8,overcast clouds
694,Balkhash,KZ,46.844,74.9804,21.81,93,40,4.47,mist
